RiskPerformance;ExternalRiskEstimate;MSinceOldestTradeOpen;MSinceMostRecentTradeOpen;AverageMInFile;NumSatisfactoryTrades;NumTrades60Ever2DerogPubRec;NumTrades90Ever2DerogPubRec;PercentTradesNeverDelq;NumTotalTrades;NumTradesOpeninLast12M;PercentInstallTrades;MSinceMostRecentInqexcl7days;NumInqLast6M;NumInqLast6Mexcl7days;NetFractionRevolvingBurden;NetFractionInstallBurden;NumRevolvingTradesWBalance;NumInstallTradesWBalance;NumBank2NatlTradesWHighUtilization;PercentTradesWBalance;MaxDelq2PublicRecLast12M_0;MaxDelq2PublicRecLast12M_1;MaxDelq2PublicRecLast12M_2;MaxDelq2PublicRecLast12M_3;MaxDelq2PublicRecLast12M_4;MaxDelq2PublicRecLast12M_5;MaxDelq2PublicRecLast12M_6;MaxDelq2PublicRecLast12M_7;MaxDelq2PublicRecLast12M_9;MaxDelq2PublicRecLast12M_nan;MaxDelqEver_2;MaxDelqEver_3;MaxDelqEver_4;MaxDelqEver_5;MaxDelqEver_6;MaxDelqEver_7;MaxDelqEver_8;MaxDelqEver_nan
0;70;122;2;59;23;0;0;96;25;4;52;1;1;1;11;65.0;2;4;1;67;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;79;167;2;61;26;0;0;100;31;2;65;0;11;11;28;101.0;1;2;1;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;66;165;2;76;20;0;0;96;24;2;29;2;3;3;52;67.48672;3;1;2;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;91;321;77;170;8;0;0;100;9;0;56;2;1;1;1;63.12359;1;2;0;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;74;247;8;94;13;5;2;72;18;2;22;3;0;0;37;64.22017;6;1;0;70;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;50;243;5;106;21;1;0;86;22;2;14;1;2;2;79;65.79015;9;1;6;92;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;81;137;1;55;20;0;0;100;23;3;43;1;4;3;33;92.0;2;3;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;87;215;14;63;20;0;0;96;25;0;32;0;1;1;0;58.747856;1;1;0;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;85;133;1;52;24;0;0;100;26;2;31;3;1;1;8;97.0;2;4;0;70;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;86;177;1;73;25;0;0;100;33;2;30;3;1;1;2;65.255745;3;1;0;40;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;80;139;1;40;12;0;0;100;14;4;36;2;5;5;19;97.0;5;2;0;88;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;75;203;2;79;41;0;0;98;43;4;19;1;2;2;16;9.0;6;2;1;73;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;62;416;19;145;30;0;0;82;34;0;21;19;0;0;62;55.0;11;2;5;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;67;72;5;32;17;0;0;100;17;5;12;3;2;2;58;65.0;3;2;0;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;86;445;3;153;33;0;0;100;34;2;35;5;1;1;4;66.606834;8;1;0;80;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1;71;152;3;72;53;0;0;100;59;5;21;2;6;6;43;76.6475;3;1;0;80;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;82;151;4;66;10;1;0;91;13;2;23;10;0;0;0;63.286545;0;1;-1;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;82;174;6;74;25;0;0;100;26;1;23;5;0;0;19;77.0;2;3;0;67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;56;166;8;72;18;1;0;77;22;2;32;5;2;2;82;28.0;5;2;3;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;55;445;2;185;29;1;0;90;31;4;19;0;1;1;55;71.64735;10;3;3;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;77;229;2;72;28;0;0;100;33;3;48;0;10;10;30;74.82038;6;2;2;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;66;106;2;45;21;0;0;100;23;3;87;1;1;1;79;94.0;1;5;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;245;3;79;38;0;0;90;41;4;45;8;1;0;38;84.0;5;4;2;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;56;41;10;19;8;0;0;88;8;4;50;0;2;2;73;79.0;2;2;1;80;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;64;177;8;88;23;0;0;83;24;3;42;0;1;1;28;44.0;4;3;2;70;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;75;160;4;57;30;0;0;100;31;5;55;0;2;2;7;85.0;3;9;0;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;83;240;6;94;19;0;0;100;19;2;47;0;0;0;21;88.0;3;2;0;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;82;197;11;70;24;0;0;100;29;1;66;0;0;0;64;81.0;2;3;0;83;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;76;138;15;70;16;0;0;100;17;0;29;0;1;1;49;72.0;3;2;2;71;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;81;168;4;99;13;0;0;71;17;1;65;0;0;0;10;26.0;1;2;-1;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;137;4;56;36;1;1;100;40;9;55;0;3;3;32;92.0;7;5;2;75;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;67;226;9;62;14;0;0;93;15;3;47;0;0;0;79;73.827194;4;1;3;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;68;10;33;16;0;0;100;16;2;13;0;2;2;53;58.0;5;2;3;64;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;92;29;65;5;2;2;67;7;0;50;0;1;1;28;62.073685;2;1;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;142;14;85;9;4;3;82;13;0;64;0;1;1;30;35.0;2;2;0;100;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;81;153;21;63;28;0;0;100;29;0;34;0;1;1;17;60.126976;3;1;1;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;77;316;4;85;53;0;0;100;57;4;21;0;1;1;20;97.0;10;4;3;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;70;373;4;101;23;0;0;96;25;4;52;0;5;5;49;100.0;2;1;0;75;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;63;81;2;35;34;0;0;97;36;6;25;0;6;6;35;74.0;11;6;2;71;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;54;113;2;36;37;0;0;97;38;6;50;0;9;9;59;94.0;4;5;1;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;221;3;76;13;0;0;100;13;4;54;0;3;3;75;96.0;5;4;2;100;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;57;129;4;63;32;0;0;84;32;5;31;0;3;3;82;73.0;4;4;3;73;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;73;373;2;109;27;0;0;97;32;1;34;0;1;1;57;64.88536;3;1;1;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;88;433;6;138;21;0;0;96;23;2;74;0;4;4;0;93.0;2;2;0;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;70;63;2;36;14;0;0;100;15;4;47;0;1;1;70;77.11494;4;1;2;71;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;77;181;4;68;27;1;0;89;28;2;46;0;1;1;4;69.0;3;2;0;45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;71;139;13;68;4;1;0;80;5;0;60;0;1;1;0;93.0;0;2;-1;67;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
1;78;200;10;74;31;0;0;97;35;1;29;0;0;0;0;61.0;2;3;0;38;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;59;195;5;51;17;2;2;84;19;3;53;0;1;1;32;83.0;2;2;2;75;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;57;172;56;116;10;7;6;58;21;0;17;0;0;0;12;55.898415;2;1;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;88;173;3;104;12;0;0;100;12;1;33;0;1;1;0;62.31587;1;1;0;25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;80;322;4;103;25;1;0;92;26;1;12;0;0;0;2;58.523907;2;1;1;33;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;82;280;13;102;22;0;0;91;23;0;9;0;0;0;3;54.99611;4;1;1;42;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;75;142;6;70;16;0;0;100;18;4;56;0;1;1;67;101.0;2;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;65;409;6;72;33;0;0;92;36;3;53;0;0;0;17;58.0;3;3;2;41;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;63;148;12;93;14;1;0;67;15;0;47;0;1;1;73;34.0;3;2;0;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;64;133;8;77;16;3;2;76;21;2;29;0;2;2;32;3.0;6;2;1;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;62;164;7;64;21;0;0;86;21;1;19;0;0;0;70;52.0;5;1;1;75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;83;192;63;148;7;0;0;100;7;0;71;0;1;1;67;68.5155;5;1;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;71;162;6;58;12;1;1;100;13;2;46;0;2;2;73;42.0;4;3;1;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;66;164;8;71;24;1;0;85;27;1;30;0;4;4;17;30.0;3;6;0;75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;66;143;2;38;8;3;2;90;12;3;30;0;0;0;25;69.0334;3;1;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;78;353;6;108;50;0;0;98;54;2;31;0;0;0;44;71.0;8;3;4;55;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;56;127;10;46;13;0;0;92;13;1;54;0;1;1;88;75.0;5;3;2;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;169;8;86;12;3;2;80;17;1;33;0;0;0;1;61.49695;1;1;0;40;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;73;251;3;77;33;0;0;100;37;3;35;0;2;2;20;62.0;7;2;2;69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;79;322;14;117;32;1;1;100;34;0;50;0;0;0;0;61.717922;1;1;0;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;66;204;6;89;20;0;0;100;20;1;40;0;1;1;90;100.0;2;2;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;55;367;2;74;24;0;0;96;26;9;46;0;7;6;77;63.0;6;4;4;100;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;57;164;7;62;16;1;1;72;19;2;47;0;1;1;67;62.0;5;2;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;84;204;3;91;22;0;0;100;22;1;32;0;2;2;70;85.0;3;3;2;55;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;76;174;12;77;45;0;0;98;48;0;40;0;6;6;19;83.0;2;3;1;38;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
0;54;190;6;74;21;0;0;65;23;1;48;0;0;0;94;67.06998;6;1;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;208;4;69;20;0;0;65;20;2;40;0;6;6;70;100.0;4;3;2;64;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;55;174;7;84;35;2;0;73;37;2;38;0;1;1;17;65.0;3;5;0;62;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;74;250;18;81;19;0;0;100;20;0;20;0;1;1;69;54.0;6;3;2;69;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;80;160;7;49;15;0;0;100;15;1;20;0;1;1;14;60.845894;2;1;0;30;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;86;403;3;131;18;0;0;100;21;2;24;0;4;4;2;65.12123;4;2;0;40;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;63;149;7;64;22;2;0;85;26;3;54;0;2;2;25;97.0;1;4;1;63;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;81;79;9;45;12;0;0;100;16;2;44;0;0;0;7;82.0;3;2;0;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;77;117;3;55;18;0;0;89;19;1;53;0;3;3;29;65.0;3;4;0;88;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
1;84;172;8;83;20;0;0;100;22;1;14;0;1;1;6;60.062634;3;1;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;149;3;80;11;2;1;83;12;2;33;0;11;11;27;86.0;2;3;0;83;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;61;187;8;46;26;4;0;88;33;1;36;0;5;5;60;77.0;7;2;3;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;176;8;96;22;0;0;95;22;1;27;0;0;0;62;17.0;2;6;1;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;78;325;3;91;37;0;0;100;38;3;16;0;1;1;51;72.0;5;3;2;69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;85;445;11;183;8;0;0;100;9;1;67;0;0;0;12;69.0;1;2;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;84;278;10;93;34;0;0;94;34;1;18;0;0;0;9;59.945015;5;1;0;43;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;78;274;4;98;5;0;0;100;6;2;67;0;2;2;0;80.0;0;2;0;50;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;74;271;10;76;22;0;0;100;24;1;46;0;0;0;70;43.0;8;4;3;100;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
0;61;176;6;83;29;0;0;94;31;2;35;0;0;0;67;22.0;9;3;3;86;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;74;271;4;65;32;0;0;100;33;8;18;0;1;1;18;82.63521;4;3;1;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;61;172;9;59;22;1;1;96;23;1;30;0;0;0;54;84.0;7;4;2;92;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
0;65;196;1;54;40;0;0;100;41;3;22;0;4;3;36;71.0;12;3;2;63;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;73;229;13;122;16;0;0;88;17;0;41;0;0;0;40;56.0;2;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;63;180;14;90;3;1;1;60;5;0;40;0;0;0;50;85.0;1;2;0;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
0;69;72;8;44;19;0;0;100;19;2;47;0;0;0;35;33.0;4;5;0;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;164;4;62;21;2;1;70;24;4;52;0;5;5;27;94.0;5;4;0;82;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;112;5;42;3;1;1;100;3;2;100;0;2;2;61;81.0;3;2;1;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;56;189;1;66;43;0;0;92;49;7;63;0;8;8;46;39.0;7;3;3;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;330;10;112;8;1;0;67;9;1;33;0;0;0;84;89.0;4;2;2;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;265;16;154;13;2;1;81;16;0;56;0;1;1;41;83.0;4;2;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;82;207;21;94;15;0;0;100;16;0;44;0;1;1;31;59.0;4;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;57;209;4;64;34;0;0;91;35;3;37;0;2;2;54;86.0;9;2;2;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;189;10;90;27;0;0;69;29;1;31;0;2;2;62;63.550613;7;1;2;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;184;9;75;22;0;0;95;22;1;18;0;1;1;78;6.0;8;2;4;79;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;70;163;4;78;32;0;0;94;35;1;40;0;2;2;47;47.0;10;2;0;92;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;78;111;1;58;19;0;0;100;22;3;32;0;3;3;11;29.0;4;2;1;75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;63;257;6;90;28;0;0;93;29;4;14;0;5;5;60;87.0;3;3;1;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;84;362;11;114;33;0;0;97;35;1;40;0;3;3;1;89.0;2;2;0;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;67;247;15;104;8;1;1;78;9;0;33;0;0;0;32;42.0;3;2;0;83;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;62;155;3;70;21;2;0;74;23;2;57;0;5;5;75;93.0;1;3;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;54;120;7;42;12;0;0;67;12;4;50;0;0;0;77;89.0;2;4;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;165;1;71;1;6;5;75;9;2;50;0;3;3;0;68.49382;0;1;0;67;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;64;60;3;29;4;1;1;100;5;1;50;0;3;3;76;100.0;2;2;1;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;75;140;7;56;21;0;0;100;22;1;27;0;1;1;20;63.0;3;2;1;56;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;82;156;21;84;12;0;0;100;12;0;42;0;0;0;73;68.0;3;2;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;138;18;66;11;2;1;71;14;0;36;0;0;0;41;60.121838;4;1;0;71;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;75;140;21;58;34;0;0;97;34;0;50;0;0;0;0;52.0;1;3;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;80;229;0;87;12;0;0;100;13;2;15;0;0;0;53;64.47329;2;1;2;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;62;30;2;13;8;0;0;90;10;4;40;0;3;3;17;100.0;3;4;0;89;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;66;107;18;56;17;0;0;94;17;0;12;0;0;0;72;58.858734;10;2;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;67;36;4;14;6;0;0;100;6;3;67;0;3;0;41;88.0;1;3;0;80;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;66;265;6;101;32;3;2;86;36;4;33;0;1;1;39;73.51831;7;1;1;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;125;4;47;10;0;0;83;12;1;17;0;1;1;85;62.654144;4;1;4;71;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;87;216;76;127;7;0;0;100;7;0;29;0;0;0;14;59.69711;2;1;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;207;1;58;35;1;0;95;37;3;41;0;2;2;51;61.0;5;3;3;69;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;86;169;6;82;5;0;0;100;5;1;60;0;1;1;24;75.0;1;3;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;102;3;39;38;1;1;92;39;9;46;0;11;11;20;86.0;4;14;1;72;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;87;196;30;117;19;0;0;100;20;0;30;0;0;0;7;59.241486;5;2;1;71;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;80;263;14;84;23;0;0;96;23;0;52;0;0;0;8;33.0;4;3;0;70;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;87;247;21;97;19;0;0;100;20;0;45;0;0;0;3;39.0;1;1;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;69;192;2;87;14;0;0;94;17;1;53;0;1;1;53;115.0;2;1;1;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;79;409;16;127;16;1;1;94;17;0;29;0;0;0;49;59.969074;2;1;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;76;287;9;121;35;0;0;100;36;1;19;0;0;0;34;72.0;4;3;2;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;77;213;4;96;45;0;0;96;47;3;23;0;2;2;11;67.603355;4;3;0;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;86;153;17;77;19;0;0;100;21;0;43;0;1;1;8;92.0;1;4;0;83;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
0;70;45;3;27;3;0;0;100;4;1;67;0;1;1;55;45.0;1;1;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;75;176;3;69;18;0;0;100;19;1;42;0;0;0;48;51.0;6;3;1;82;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;61;108;1;64;3;0;0;67;8;2;50;0;4;4;81;81.0;1;1;1;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;73;71;12;47;9;0;0;89;9;0;67;0;2;2;17;93.0;1;3;0;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;86;109;14;54;8;0;0;100;8;0;50;0;0;0;6;62.093365;1;1;0;50;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;65;271;4;92;24;0;0;92;24;2;42;0;2;2;31;45.0;8;3;1;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;89;445;8;140;20;0;0;100;22;1;0;0;2;1;7;57.675564;3;0;0;27;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;54;186;2;53;22;1;0;64;25;3;40;0;2;2;33;87.0;6;1;1;58;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;81;227;2;58;37;0;0;91;45;6;78;0;0;0;0;90.0;0;7;0;58;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
0;68;129;4;55;27;0;0;100;27;2;44;0;1;1;75;96.0;7;3;3;100;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;73;257;3;83;7;0;0;100;7;3;29;0;2;1;71;96.0;2;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;67;87;12;44;20;0;0;90;20;0;35;0;1;1;31;73.0;3;3;1;60;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;77;147;3;65;15;0;0;93;15;2;33;0;3;3;21;37.0;2;2;0;44;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
1;81;139;0;51;14;0;0;100;15;4;20;0;3;2;16;60.0;2;3;0;45;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;55;294;10;75;24;5;5;75;31;1;36;0;0;0;60;12.0;5;2;0;64;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;62;132;15;48;8;3;2;67;12;0;22;0;1;1;56;58.757713;4;1;1;80;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0;65;52;3;27;6;0;0;83;6;2;67;1;3;3;74;96.0;1;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;249;2;70;32;1;1;94;33;2;18;1;2;2;48;65.197334;8;1;1;45;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;79;125;9;57;29;0;0;100;33;1;45;3;1;1;1;71.0;1;4;0;45;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;75;206;4;65;15;2;2;88;17;1;53;2;1;1;0;65.180565;0;1;0;33;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
0;72;196;4;98;31;0;0;94;32;3;34;2;7;6;24;60.0;7;1;0;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;80;191;5;76;27;0;0;93;28;1;39;2;2;2;3;36.0;3;2;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;236;9;109;25;0;0;92;26;1;38;2;3;3;81;49.0;13;3;6;100;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;74;213;5;81;20;0;0;100;20;2;45;2;0;0;73;81.0;5;4;2;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;76;163;5;80;44;0;0;100;68;2;28;3;1;1;14;57.0;8;3;2;58;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;62;157;4;67;24;1;1;96;25;4;60;1;4;3;59;62.0;4;4;2;73;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;85;201;3;58;6;0;0;100;7;3;57;2;2;1;11;97.0;2;2;0;80;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;78;423;1;138;30;0;0;97;31;5;23;4;1;1;26;58.0;4;1;1;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;62;445;40;169;19;0;0;71;21;0;10;4;0;0;63;56.94505;14;1;6;88;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;57;81;6;41;22;0;0;95;22;3;59;1;1;1;100;61.0;7;6;5;93;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
